UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
100654,"R",1976,"R",2354,"R",84,"R",1547,"R",0,"R",0,"R",1547,"R",988,"R",64,"R",10,"R",0,"R",0,"R",10,"R",4,"R",40,"R",19
100663,"R",2057,"R",3287,"R",63,"R",2162,"R",1,"R",0,"R",2161,"R",1771,"R",82,"R",45,"R",0,"R",0,"R",45,"R",21,"R",47,"R",18
100690,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
100706,"R",1162,"R",1896,"R",61,"R",1154,"R",0,"R",0,"R",1154,"R",929,"R",81,"R",18,"R",0,"R",0,"R",18,"R",5,"R",28,"R",17
100724,"R",909,"R",1091,"R",83,"R",938,"R",0,"R",0,"R",938,"R",567,"R",60,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",16
100751,"R",8215,"R",9715,"R",85,"R",7981,"R",7,"R",0,"R",7974,"R",6865,"R",86,"R",56,"R",0,"R",0,"R",56,"R",28,"R",50,"R",19
100760,"R",274,"R",986,"R",28,"R",270,"R",0,"R",0,"R",270,"R",158,"R",59,"R",79,"R",0,"R",0,"R",79,"R",35,"R",44,"R",17
100812,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
100830,"R",408,"R",712,"R",57,"R",384,"R",1,"R",0,"R",383,"R",252,"R",66,"R",22,"R",0,"R",0,"R",22,"R",6,"R",27,"R",15
100858,"R",5916,"R",8061,"R",73,"R",5282,"R",8,"R",0,"R",5274,"R",4915,"R",93,"R",21,"R",0,"R",0,"R",21,"R",14,"R",67,"R",21
100937,"R",148,"R",177,"R",84,"R",244,"R",0,"R",0,"R",244,"R",154,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
101028,"R",209,"R",773,"R",27,"R",191,"R",0,"R",0,"R",191,"R",105,"R",55,"R",74,"Z",0,"Z",0,"R",74,"R",16,"R",22,"R",15
101116,"R",20,"R",76,"R",26,"R",7,"R",0,"R",0,"R",7,"R",2,"R",29,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",13
101143,"R",438,"R",1112,"R",39,"R",354,"R",0,"R",0,"R",354,"R",221,"R",62,"R",108,"R",0,"R",0,"R",108,"R",42,"R",39,"R",17
101161,"R",1210,"R",3206,"R",38,"R",1191,"R",0,"R",0,"R",1191,"R",723,"R",61,"R",305,"Z",0,"Z",0,"R",305,"R",119,"R",39,"R",15
101189,"R",228,"R",684,"R",33,"R",206,"R",0,"R",0,"R",206,"R",145,"R",70,"R",19,"R",0,"R",0,"R",19,"R",12,"R",63,"R",13
101240,"R",916,"R",2148,"R",43,"R",808,"R",0,"R",0,"R",808,"R",473,"R",59,"R",162,"R",0,"R",0,"R",162,"R",58,"R",36,"R",17
101277,"A",,"A",,"A",,"R",37,"R",0,"R",0,"R",37,"R",19,"R",51,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
101286,"R",461,"R",1548,"R",30,"R",494,"R",0,"R",0,"R",494,"R",305,"R",62,"R",276,"R",0,"R",0,"R",276,"R",111,"R",40,"R",14
101295,"R",937,"R",2935,"R",32,"R",947,"R",0,"R",0,"R",947,"R",645,"R",68,"R",349,"R",0,"R",0,"R",349,"R",173,"R",50,"R",19
101301,"R",238,"R",949,"R",25,"R",238,"Z",0,"Z",0,"R",238,"R",155,"R",65,"R",35,"Z",0,"Z",0,"R",35,"R",18,"R",51,"R",15
101365,"R",19,"R",116,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
101435,"R",309,"R",346,"R",89,"R",258,"R",0,"R",0,"R",258,"R",172,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",14
101453,"R",5,"R",19,"R",26,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
101462,"R",97,"R",509,"R",19,"R",68,"R",0,"R",0,"R",68,"R",36,"R",53,"R",69,"R",0,"R",0,"R",69,"R",25,"R",36,"R",12
101471,"A",,"A",,"A",,"R",392,"R",0,"R",0,"R",392,"R",235,"R",60,"R",75,"R",0,"R",0,"R",75,"R",26,"R",35,"R",12
101480,"R",1798,"R",3088,"R",58,"R",1911,"R",0,"R",0,"R",1911,"R",1231,"R",64,"R",30,"R",0,"R",0,"R",30,"R",10,"R",33,"R",19
101505,"R",789,"R",4531,"R",17,"R",769,"R",0,"R",0,"R",769,"R",444,"R",58,"R",548,"R",0,"R",0,"R",548,"R",225,"R",41,"R",19
101514,"R",1175,"R",3576,"R",33,"R",997,"R",0,"R",0,"R",997,"R",648,"R",65,"R",628,"R",1,"R",0,"R",627,"R",285,"R",45,"R",22
101569,"R",412,"R",1365,"R",30,"R",422,"R",0,"R",0,"R",422,"R",259,"R",61,"R",256,"R",0,"R",0,"R",256,"R",80,"R",31,"R",16
101587,"R",309,"R",861,"R",36,"R",293,"R",0,"Z",0,"R",293,"R",178,"R",61,"R",7,"R",0,"R",0,"R",7,"R",3,"R",43,"R",17
101602,"R",381,"R",1156,"R",33,"R",369,"R",0,"R",0,"R",369,"R",230,"R",62,"R",49,"R",0,"R",0,"R",49,"R",21,"R",43,"R",17
101648,"R",173,"R",187,"R",93,"R",195,"R",0,"R",0,"R",195,"R",85,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
101675,"R",177,"R",233,"R",76,"R",293,"R",0,"R",0,"R",293,"R",163,"R",56,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
101693,"R",288,"R",428,"R",67,"R",272,"R",0,"R",0,"R",272,"R",195,"R",72,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
101709,"R",499,"R",1097,"R",45,"R",540,"R",0,"R",0,"R",540,"R",395,"R",73,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",13
101736,"R",441,"R",1959,"R",23,"R",440,"R",0,"R",0,"R",440,"R",275,"R",63,"R",209,"R",0,"R",0,"R",209,"R",88,"R",42,"R",17
101879,"R",1080,"R",2931,"R",37,"R",1106,"R",0,"R",0,"R",1106,"R",860,"R",78,"R",34,"R",0,"R",0,"R",34,"R",15,"R",44,"R",18
101897,"R",377,"R",1337,"R",28,"R",430,"R",0,"R",0,"R",430,"R",309,"R",72,"R",111,"R",0,"R",0,"R",111,"R",63,"R",57,"R",16
101912,"R",284,"R",350,"R",81,"R",371,"R",0,"R",0,"R",371,"R",237,"R",64,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",10
101994,"R",79,"R",293,"R",27,"R",75,"R",0,"R",0,"R",75,"R",58,"R",77,"R",8,"R",0,"R",0,"R",8,"R",5,"R",63,"R",15
102030,"R",516,"R",1955,"R",26,"R",410,"R",0,"R",0,"R",410,"R",251,"R",61,"R",179,"R",0,"R",0,"R",179,"R",61,"R",34,"R",18
102049,"R",1080,"R",1163,"R",93,"R",972,"R",0,"R",0,"R",972,"R",852,"R",88,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",14
102058,"R",7,"R",28,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",3
102067,"R",754,"R",2171,"R",35,"R",735,"R",0,"R",0,"R",735,"R",418,"R",57,"R",237,"R",0,"R",0,"R",237,"R",78,"R",33,"R",17
102076,"R",488,"R",1562,"R",31,"R",502,"R",0,"R",0,"R",502,"R",344,"R",69,"R",63,"R",0,"R",0,"R",63,"R",22,"R",35,"R",21
102094,"R",1898,"R",2941,"R",65,"R",1596,"R",0,"R",0,"R",1596,"R",1217,"R",76,"R",14,"R",0,"R",0,"R",14,"R",9,"R",64,"R",18
102234,"R",215,"R",278,"R",77,"R",225,"R",0,"R",0,"R",225,"R",148,"R",66,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",10
102270,"R",178,"R",265,"R",67,"R",123,"R",0,"R",0,"R",123,"R",97,"R",79,"R",6,"R",0,"R",0,"R",6,"R",2,"R",33,"R",12
102298,"R",204,"R",260,"R",78,"R",113,"R",0,"R",0,"R",113,"R",92,"R",81,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",19
102313,"R",299,"R",886,"R",34,"R",264,"R",0,"R",0,"R",264,"R",131,"R",50,"R",123,"R",0,"R",0,"R",123,"R",28,"R",23,"R",16
102368,"R",1446,"R",2964,"R",49,"R",1381,"R",0,"R",0,"R",1381,"R",1008,"R",73,"R",226,"R",0,"R",0,"R",226,"R",88,"R",39,"R",15
102377,"R",859,"R",938,"R",92,"R",533,"R",0,"R",0,"R",533,"R",389,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
102395,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",14
102429,"R",485,"R",1774,"R",27,"R",505,"R",1,"R",0,"R",504,"R",339,"R",67,"R",169,"R",0,"R",0,"R",169,"R",91,"R",54,"R",15
102553,"R",860,"R",1872,"R",46,"R",501,"Z",0,"Z",0,"R",501,"R",359,"R",72,"R",169,"Z",0,"Z",0,"R",169,"R",73,"R",43,"R",12
102580,"R",4,"R",40,"R",10,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",5
102614,"R",597,"R",1301,"R",46,"R",423,"Z",0,"Z",0,"R",423,"R",305,"R",72,"R",44,"Z",0,"Z",0,"R",44,"R",19,"R",43,"R",12
102632,"R",89,"R",325,"R",27,"R",56,"Z",0,"Z",0,"R",56,"R",40,"R",71,"R",8,"Z",0,"Z",0,"R",8,"R",4,"R",50,"R",9
102669,"R",25,"R",129,"R",19,"R",22,"R",0,"R",0,"R",22,"R",15,"R",68,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",8
102711,"A",,"A",,"A",,"R",109,"R",4,"R",0,"R",105,"R",94,"R",90,"R",59,"R",0,"R",0,"R",59,"R",55,"R",93,"R",12
102845,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
103501,"A",,"A",,"A",,"R",186,"R",0,"R",0,"R",186,"R",132,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
103741,"A",,"A",,"A",,"R",58,"R",0,"Z",0,"R",58,"R",47,"R",81,"R",19,"R",0,"Z",0,"R",19,"R",15,"R",79,"R",21
103893,"A",,"A",,"A",,"R",172,"R",0,"R",0,"R",172,"R",120,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
103909,"A",,"A",,"A",,"R",68,"R",0,"R",0,"R",68,"R",45,"R",66,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
103927,"A",,"A",,"A",,"R",73,"R",0,"R",0,"R",73,"R",57,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
103954,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
103963,"A",,"A",,"A",,"R",124,"R",2,"R",0,"R",122,"R",86,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
104090,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
104151,"R",13987,"R",18634,"R",75,"R",14980,"R",170,"R",0,"R",14810,"R",12636,"R",85,"R",171,"R",4,"R",0,"R",167,"R",78,"R",47,"R",18
104160,"R",474,"R",2948,"R",16,"R",579,"R",0,"R",0,"R",579,"R",395,"R",68,"R",1517,"R",0,"R",0,"R",1517,"R",614,"R",40,"R",20
104179,"R",8625,"R",13184,"R",65,"R",6154,"R",13,"Z",0,"R",6141,"R",5384,"R",88,"R",2915,"Z",0,"Z",0,"R",2915,"R",1982,"R",68,"R",19
104346,"R",423,"R",3014,"R",14,"R",382,"R",0,"R",0,"R",382,"R",223,"R",58,"R",1197,"R",0,"R",0,"R",1197,"R",424,"R",35,"R",16
104391,"A",,"A",,"A",,"R",69,"Z",0,"Z",0,"R",69,"R",61,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
104425,"R",489,"R",981,"R",50,"R",511,"R",0,"R",0,"R",511,"R",361,"R",71,"R",299,"R",0,"R",0,"R",299,"R",141,"R",47,"R",14
104443,"A",,"A",,"A",,"R",20,"R",0,"Z",0,"R",20,"R",16,"R",80,"R",6,"R",0,"Z",0,"R",6,"R",2,"R",33,"R",22
104568,"A",,"A",,"A",,"R",114,"R",0,"R",0,"R",114,"R",102,"R",89,"R",119,"R",0,"R",0,"R",119,"R",88,"R",74,"R",26
104577,"R",593,"R",1145,"R",52,"R",510,"R",0,"R",0,"R",510,"R",346,"R",68,"R",284,"R",0,"R",0,"R",284,"R",92,"R",32,"R",19
104586,"R",825,"R",938,"R",88,"R",756,"R",2,"R",0,"R",754,"R",632,"R",84,"R",0,"Z",0,"R",0,"R",0,"Z",0,"A",,"R",17
104708,"R",1298,"R",4801,"R",27,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",722,"R",0,"Z",0,"R",722,"R",294,"R",41,"R",17
104717,"R",6950,"R",23345,"R",30,"R",7401,"R",1,"Z",0,"R",7400,"R",5060,"R",68,"R",1044,"R",0,"Z",0,"R",1044,"R",426,"R",41,"R",21
105145,"R",226,"R",2408,"R",9,"R",224,"R",0,"Z",0,"R",224,"R",136,"R",61,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",13
105154,"R",1281,"R",6428,"R",20,"R",1228,"R",0,"Z",0,"R",1228,"R",797,"R",65,"R",1089,"R",0,"Z",0,"R",1089,"R",398,"R",37,"R",16
105206,"R",135,"R",693,"R",19,"R",108,"R",0,"R",0,"R",108,"R",43,"R",40,"R",375,"R",0,"R",0,"R",375,"R",123,"R",33,"R",11
105215,"A",,"A",,"A",,"R",112,"R",2,"R",0,"R",110,"R",85,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",27
105297,"R",110,"R",257,"R",43,"R",15,"R",0,"R",0,"R",15,"R",5,"R",33,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",20
105330,"R",5362,"R",7226,"R",74,"R",5434,"R",1,"R",0,"R",5433,"R",3942,"R",73,"R",137,"R",0,"R",0,"R",137,"R",26,"R",19,"R",19
105349,"R",39,"R",1417,"R",3,"R",43,"R",0,"R",0,"R",43,"R",18,"R",42,"R",85,"R",0,"R",0,"R",85,"R",20,"R",24,"R",11
105428,"R",650,"R",4206,"R",15,"R",578,"R",0,"Z",0,"R",578,"R",359,"R",62,"R",568,"R",0,"Z",0,"R",568,"R",251,"R",44,"R",14
105525,"R",1239,"R",6396,"R",19,"R",1066,"R",0,"R",0,"R",1066,"R",712,"R",67,"R",1731,"R",1,"R",0,"R",1730,"R",891,"R",52,"R",19
105534,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
105543,"A",,"A",,"A",,"R",101,"R",0,"R",0,"R",101,"R",78,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
105589,"R",23,"R",61,"R",38,"R",32,"R",0,"R",0,"R",32,"R",24,"R",75,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",9
105659,"A",,"A",,"A",,"R",342,"R",2,"R",0,"R",340,"R",277,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",34
105668,"R",165,"R",8996,"R",2,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"R",169,"R",0,"Z",0,"R",169,"R",72,"R",43,"R",31
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
105747,"R",394,"R",2738,"R",14,"R",399,"R",0,"Z",0,"R",399,"R",266,"R",67,"R",386,"R",0,"Z",0,"R",386,"R",155,"R",40,"R",15
105792,"R",382,"R",2038,"R",19,"R",312,"R",0,"Z",0,"R",312,"R",195,"R",63,"R",213,"R",0,"Z",0,"R",213,"R",83,"R",39,"R",17
105899,"R",374,"R",573,"R",65,"R",295,"R",0,"R",0,"R",295,"R",163,"R",55,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"R",18
106041,"A",,"A",,"A",,"R",449,"R",1,"R",0,"R",448,"R",373,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",38
106148,"R",467,"R",2618,"R",18,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",19
106245,"R",452,"R",1995,"R",23,"R",473,"R",0,"R",0,"R",473,"R",338,"R",71,"R",22,"R",0,"R",0,"R",22,"R",9,"R",41,"R",11
106263,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
106306,"R",47,"R",90,"R",52,"R",84,"R",0,"R",0,"R",84,"R",18,"R",21,"R",9,"R",0,"R",0,"R",9,"R",2,"R",22,"R",15
106315,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
106324,"A",,"A",,"A",,"R",30,"R",0,"R",0,"R",30,"R",17,"R",57,"R",12,"R",0,"R",0,"R",12,"R",6,"R",50,"R",10
106342,"R",237,"R",287,"R",83,"R",144,"R",0,"R",0,"R",144,"R",98,"R",68,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
106351,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
106397,"R",6290,"R",7745,"R",81,"R",7063,"R",5,"Z",0,"R",7058,"R",6102,"R",86,"R",33,"R",0,"Z",0,"R",33,"R",22,"R",67,"R",20
106412,"R",385,"R",517,"R",74,"R",504,"R",2,"R",0,"R",502,"R",324,"R",65,"R",71,"R",0,"R",0,"R",71,"R",19,"R",27,"R",13
106449,"R",546,"R",761,"R",72,"R",541,"R",0,"R",0,"R",541,"R",342,"R",63,"R",73,"R",0,"R",0,"R",73,"R",28,"R",38,"R",16
106458,"R",1505,"R",2489,"R",60,"R",1197,"R",2,"Z",0,"R",1195,"R",930,"R",78,"R",76,"R",1,"Z",0,"R",75,"R",34,"R",45,"R",15
106467,"R",1373,"R",1758,"R",78,"R",1103,"R",0,"R",0,"R",1103,"R",784,"R",71,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"R",18
106485,"R",458,"R",1089,"R",42,"R",209,"R",0,"R",0,"R",209,"R",144,"R",69,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",12
106494,"A",,"A",,"A",,"R",16,"R",0,"R",0,"R",16,"R",11,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
106546,"R",9,"R",224,"R",4,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
106625,"R",223,"R",373,"R",60,"R",251,"R",0,"R",0,"R",251,"R",149,"R",59,"R",46,"R",0,"R",0,"R",46,"R",33,"R",72,"R",16
106704,"R",1731,"R",2208,"R",78,"R",1799,"R",0,"R",0,"R",1799,"R",1321,"R",73,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",14
106713,"R",102,"R",204,"R",50,"R",103,"R",0,"R",0,"R",103,"R",61,"R",59,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
106795,"R",190,"R",686,"R",28,"R",181,"R",0,"R",0,"R",181,"R",111,"R",61,"R",75,"R",0,"R",0,"R",75,"R",19,"R",25,"R",16
106810,"R",39,"R",109,"R",36,"R",45,"Z",0,"Z",0,"R",45,"R",32,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
106883,"R",115,"R",570,"R",20,"R",99,"R",0,"R",0,"R",99,"R",64,"R",65,"R",42,"R",0,"R",0,"R",42,"R",19,"R",45,"R",10
106908,"A",,"A",,"A",,"R",48,"R",0,"R",0,"R",48,"R",47,"R",98,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",16
106980,"R",486,"R",953,"R",51,"R",474,"R",0,"R",0,"R",474,"R",246,"R",52,"R",68,"R",0,"R",0,"R",68,"R",31,"R",46,"R",14
106999,"R",163,"R",510,"R",32,"R",186,"R",0,"R",0,"R",186,"R",138,"R",74,"R",59,"R",0,"R",0,"R",59,"R",33,"R",56,"R",11
107044,"R",860,"R",1085,"R",79,"R",800,"R",0,"R",0,"R",800,"R",693,"R",87,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",16
107071,"R",287,"R",432,"R",66,"R",337,"R",0,"R",0,"R",337,"R",200,"R",59,"R",7,"R",0,"R",0,"R",7,"R",1,"R",14,"R",17
107080,"R",275,"R",296,"R",93,"R",363,"R",0,"R",0,"R",363,"R",284,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
107099,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",7,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
107123,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
107141,"R",378,"R",835,"R",45,"R",304,"R",0,"R",0,"R",304,"R",256,"R",84,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",16
107220,"A",,"A",,"A",,"R",173,"R",0,"R",0,"R",173,"R",108,"R",62,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
107293,"A",,"A",,"A",,"R",21,"R",0,"R",0,"R",21,"R",17,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
107318,"R",54,"R",369,"R",15,"R",56,"R",0,"R",0,"R",56,"R",43,"R",77,"R",51,"R",0,"R",0,"R",51,"R",25,"R",49,"R",11
107327,"R",136,"R",570,"R",24,"R",148,"R",0,"R",0,"R",148,"R",95,"R",64,"R",41,"R",0,"R",0,"R",41,"R",21,"R",51,"R",17
107442,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
107460,"R",302,"R",443,"R",68,"R",306,"R",0,"R",0,"R",306,"R",182,"R",59,"R",52,"R",0,"R",0,"R",52,"R",21,"R",40,"R",11
107488,"A",,"A",,"A",,"R",197,"R",0,"R",0,"R",197,"R",132,"R",67,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",8
107512,"R",464,"R",609,"R",76,"R",445,"R",0,"R",0,"R",445,"R",368,"R",83,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",12
107521,"R",125,"R",224,"R",56,"R",90,"R",0,"R",0,"R",90,"R",53,"R",59,"R",13,"R",0,"R",0,"R",13,"R",6,"R",46,"R",13
107549,"R",134,"R",472,"R",28,"R",121,"R",0,"R",0,"R",121,"R",87,"R",72,"R",15,"R",0,"R",0,"R",15,"R",8,"R",53,"R",13
107558,"R",188,"R",239,"R",79,"R",229,"R",4,"R",0,"R",225,"R",164,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
107585,"R",395,"R",849,"R",47,"R",410,"R",0,"R",0,"R",410,"R",262,"R",64,"R",69,"R",0,"R",0,"R",69,"R",26,"R",38,"R",21
107600,"R",169,"R",239,"R",71,"R",217,"R",0,"R",0,"R",217,"R",146,"R",67,"R",9,"R",0,"R",0,"R",9,"R",3,"R",33,"R",12
107619,"R",99,"R",166,"R",60,"R",115,"Z",0,"Z",0,"R",115,"R",93,"R",81,"R",28,"Z",0,"Z",0,"R",28,"R",17,"R",61,"R",11
107637,"R",27,"R",287,"R",9,"R",45,"R",0,"R",0,"R",45,"R",18,"R",40,"R",112,"R",0,"R",0,"R",112,"R",41,"R",37,"R",7
107655,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
107664,"R",596,"R",1257,"R",47,"R",604,"R",0,"R",0,"R",604,"R",348,"R",58,"R",180,"Z",0,"Z",0,"R",180,"R",71,"R",39,"R",16
107725,"R",109,"R",606,"R",18,"R",114,"R",0,"R",0,"R",114,"R",72,"R",63,"R",39,"R",0,"R",0,"R",39,"R",21,"R",54,"R",13
107743,"R",193,"R",401,"R",48,"R",135,"R",0,"R",0,"R",135,"R",90,"R",67,"R",22,"R",0,"R",0,"R",22,"R",9,"R",41,"R",19
107789,"A",,"A",,"A",,"R",29,"R",0,"R",0,"R",29,"R",24,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
107831,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",6,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",28
107840,"R",62,"R",90,"R",69,"R",112,"R",0,"R",0,"R",112,"R",30,"R",27,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
107877,"R",134,"R",173,"R",77,"R",144,"R",1,"R",0,"R",143,"R",71,"R",50,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
107974,"R",152,"R",519,"R",29,"R",165,"R",0,"R",0,"R",165,"R",87,"R",53,"R",36,"R",0,"R",0,"R",36,"R",15,"R",42,"R",13
107983,"R",783,"R",1241,"R",63,"R",703,"R",0,"R",0,"R",703,"R",486,"R",69,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",16
107992,"R",190,"R",307,"R",62,"R",195,"R",0,"R",0,"R",195,"R",112,"R",57,"R",24,"R",0,"R",0,"R",24,"R",9,"R",38,"R",10
108065,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",15
108092,"R",806,"R",1197,"R",67,"R",571,"R",0,"R",0,"R",571,"R",409,"R",72,"R",31,"R",0,"R",0,"R",31,"R",23,"R",74,"R",20
108232,"R",202,"R",1034,"R",20,"R",171,"R",0,"R",0,"R",171,"R",115,"R",67,"R",200,"R",0,"R",0,"R",200,"R",102,"R",51,"R",15
108667,"R",149,"R",2615,"R",6,"R",147,"R",0,"R",0,"R",147,"R",83,"R",56,"R",513,"R",0,"R",0,"R",513,"R",150,"R",29,"R",35
108807,"R",591,"R",3211,"R",18,"R",754,"R",0,"R",0,"R",754,"R",509,"R",68,"R",538,"R",0,"R",0,"R",538,"R",200,"R",37,"R",25
108852,"R",55,"R",86,"R",64,"R",56,"Z",0,"Z",0,"R",56,"R",40,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
108861,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8,"R",2,"R",0,"R",6,"R",3,"R",50,"R",12
108977,"A",,"A",,"A",,"R",11,"Z",0,"Z",0,"R",11,"R",8,"R",73,"R",21,"Z",0,"Z",0,"R",21,"R",17,"R",81,"R",25
109040,"A",,"A",,"A",,"R",130,"R",0,"R",0,"R",130,"R",97,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
