UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
485485,"A",,"A",,"A",,"R",58,"R",0,"R",0,"R",58,"R",51,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
485494,"A",,"A",,"A",,"R",52,"R",0,"R",0,"R",52,"R",46,"R",88,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"R",15
485500,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",18,"R",0,"R",0,"R",18,"R",15,"R",83,"R",26
485519,"R",25,"R",145,"R",17,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",24
485546,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",11
485564,"A",,"A",,"A",,"R",14,"R",0,"R",0,"R",14,"R",12,"R",86,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",23
485573,"A",,"A",,"A",,"R",34,"Z",0,"Z",0,"R",34,"R",29,"R",85,"R",6,"Z",0,"Z",0,"R",6,"R",6,"R",100,"R",30
485591,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",8,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
485607,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"R",13,"R",0,"R",0,"R",13,"R",13,"R",100,"R",15
485698,"R",36,"R",36,"R",100,"R",23,"R",0,"R",0,"R",23,"R",23,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
485704,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
485768,"A",,"A",,"A",,"R",70,"R",0,"R",0,"R",70,"R",25,"R",36,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
485801,"A",,"A",,"A",,"R",46,"R",0,"R",0,"R",46,"R",43,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
485856,"A",,"A",,"A",,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
485874,"A",,"A",,"A",,"R",8,"Z",0,"Z",0,"R",8,"R",7,"R",88,"R",7,"Z",0,"Z",0,"R",7,"R",5,"R",71,"R",19
485926,"A",,"A",,"A",,"R",70,"R",0,"R",0,"R",70,"R",54,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
485953,"A",,"A",,"A",,"R",77,"R",0,"R",0,"R",77,"R",58,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",1
485962,"A",,"A",,"A",,"R",3,"Z",0,"Z",0,"R",3,"R",1,"R",33,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",12
485999,"R",31,"R",33,"R",94,"R",28,"Z",0,"Z",0,"R",28,"R",25,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
486017,"R",4,"R",10,"R",40,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
486026,"R",39,"R",39,"R",100,"R",42,"Z",0,"Z",0,"R",42,"R",30,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
486053,"R",7,"R",22,"R",32,"R",8,"R",0,"R",0,"R",8,"R",8,"R",100,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",14
486123,"R",7,"R",9,"R",78,"R",11,"R",1,"R",0,"R",10,"R",5,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",3
486141,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",10,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
486150,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",13,"R",87,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",13
486169,"A",,"A",,"A",,"R",30,"R",0,"R",0,"R",30,"R",18,"R",60,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
486196,"R",84,"R",89,"R",94,"R",84,"R",0,"R",0,"R",84,"R",78,"R",93,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
486202,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",10,"R",91,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
486239,"R",11,"R",67,"R",16,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",5
486248,"A",,"A",,"A",,"R",95,"R",1,"R",0,"R",94,"R",1,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
486257,"R",49,"R",156,"R",31,"R",14,"R",0,"R",0,"R",14,"R",7,"R",50,"R",2,"R",1,"R",0,"R",1,"R",0,"R",0,"R",25
486284,"R",28,"R",39,"R",72,"R",41,"R",0,"R",0,"R",41,"R",23,"R",56,"R",2,"Z",0,"Z",0,"R",2,"R",1,"R",50,"R",10
486345,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
486354,"R",42,"R",123,"R",34,"R",8,"R",0,"R",0,"R",8,"R",6,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
486372,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",7,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
486381,"A",,"A",,"A",,"R",36,"R",0,"R",0,"R",36,"R",23,"R",64,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
486390,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
486406,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
486415,"A",,"A",,"A",,"R",20,"R",0,"R",0,"R",20,"R",17,"R",85,"A",,"A",,"A",,"A",,"A",,"A",,"R",40
486424,"A",,"A",,"A",,"R",39,"R",0,"R",0,"R",39,"R",30,"R",77,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",15
486442,"A",,"A",,"A",,"R",72,"R",0,"R",0,"R",72,"R",1,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
486488,"R",1,"R",6,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",4
486497,"A",,"A",,"A",,"R",5,"Z",0,"Z",0,"R",5,"R",4,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
486503,"A",,"A",,"A",,"R",26,"R",0,"R",0,"R",26,"R",20,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
486512,"A",,"A",,"A",,"R",157,"R",0,"R",0,"R",157,"R",127,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
486530,"A",,"A",,"A",,"R",27,"R",0,"Z",0,"R",27,"R",20,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
486558,"A",,"A",,"A",,"R",48,"R",0,"R",0,"R",48,"R",42,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
486567,"A",,"A",,"A",,"R",37,"R",0,"R",0,"R",37,"R",27,"R",73,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",27
486576,"A",,"A",,"A",,"R",83,"R",0,"R",0,"R",83,"R",62,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",39
486619,"A",,"A",,"A",,"R",26,"R",0,"R",0,"R",26,"R",26,"R",100,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",16
486691,"A",,"A",,"A",,"R",24,"R",0,"Z",0,"R",24,"R",8,"R",33,"R",11,"R",0,"Z",0,"R",11,"R",2,"R",18,"R",15
486707,"A",,"A",,"A",,"R",41,"Z",0,"Z",0,"R",41,"R",20,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
486716,"A",,"A",,"A",,"R",32,"Z",0,"Z",0,"R",32,"R",20,"R",63,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
486752,"A",,"A",,"A",,"R",12,"Z",0,"Z",0,"R",12,"R",10,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",27
486770,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
486798,"A",,"A",,"A",,"R",652,"R",4,"R",0,"R",648,"R",460,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
486813,"A",,"A",,"A",,"R",59,"R",0,"R",0,"R",59,"R",45,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
486822,"A",,"A",,"A",,"R",161,"R",0,"R",0,"R",161,"R",133,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",35
486840,"R",7731,"R",11774,"R",66,"R",6668,"R",4,"R",0,"R",6664,"R",5247,"R",79,"R",353,"R",0,"R",0,"R",353,"R",229,"R",65,"R",23
486859,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
486877,"A",,"A",,"A",,"R",7,"Z",0,"Z",0,"R",7,"R",7,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
486886,"A",,"A",,"A",,"R",8,"Z",0,"Z",0,"R",8,"R",6,"R",75,"R",14,"Z",0,"Z",0,"R",14,"R",12,"R",86,"R",18
486901,"R",238,"R",347,"R",69,"R",175,"R",0,"R",0,"R",175,"R",139,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
486938,"R",4,"R",115,"R",3,"R",5,"R",0,"R",0,"R",5,"R",2,"R",40,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",12
486947,"R",5,"R",121,"R",4,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
486956,"R",5,"R",232,"R",2,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",12
486983,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",4,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
487010,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
487047,"A",,"A",,"A",,"R",46,"R",0,"R",0,"R",46,"R",28,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
487065,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",5,"R",42,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
487083,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",8,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
487092,"R",521,"R",521,"R",100,"R",422,"R",1,"R",0,"R",421,"R",392,"R",93,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",10
487162,"R",345,"R",3145,"R",11,"R",290,"R",0,"Z",0,"R",290,"R",167,"R",58,"R",294,"R",0,"Z",0,"R",294,"R",151,"R",51,"R",14
487232,"A",,"A",,"A",,"R",36,"R",0,"R",0,"R",36,"R",26,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
487302,"A",,"A",,"A",,"R",49,"R",0,"R",0,"R",49,"R",22,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"R",29
487311,"R",106,"R",133,"R",80,"R",95,"R",0,"R",0,"R",95,"R",65,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
487320,"R",2016,"R",4460,"R",45,"R",1703,"R",4,"R",0,"R",1699,"R",807,"R",47,"R",594,"R",0,"R",0,"R",594,"R",208,"R",35,"R",13
487348,"A",,"A",,"A",,"R",8,"Z",0,"Z",0,"R",8,"R",8,"R",100,"R",12,"Z",0,"Z",0,"R",12,"R",11,"R",92,"R",21
487375,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",21,"R",84,"R",8,"R",0,"R",0,"R",8,"R",4,"R",50,"R",20
487384,"A",,"A",,"A",,"R",88,"R",0,"R",0,"R",88,"R",62,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
487393,"A",,"A",,"A",,"R",116,"R",0,"R",0,"R",116,"R",71,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
487409,"A",,"A",,"A",,"R",92,"R",0,"R",0,"R",92,"R",63,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
487418,"A",,"A",,"A",,"R",134,"R",0,"R",0,"R",134,"R",73,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
487427,"A",,"A",,"A",,"R",105,"R",1,"R",0,"R",104,"R",58,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
487436,"A",,"A",,"A",,"R",172,"R",1,"R",0,"R",171,"R",80,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
487445,"A",,"A",,"A",,"R",64,"R",0,"R",0,"R",64,"R",47,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
487454,"A",,"A",,"A",,"R",65,"R",0,"R",0,"R",65,"R",46,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
487472,"A",,"A",,"A",,"R",113,"R",0,"R",0,"R",113,"R",60,"R",53,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
487481,"A",,"A",,"A",,"R",284,"R",0,"R",0,"R",284,"R",207,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
487490,"A",,"A",,"A",,"R",250,"R",0,"R",0,"R",250,"R",130,"R",52,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
487506,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",24,"R",96,"R",27,"R",0,"R",0,"R",27,"R",22,"R",81,"R",7
487524,"R",503,"R",877,"R",57,"R",561,"R",3,"R",0,"R",558,"R",426,"R",76,"R",29,"Z",0,"Z",0,"R",29,"R",6,"R",21,"R",17
487533,"A",,"A",,"A",,"R",15,"Z",0,"Z",0,"R",15,"R",14,"R",93,"R",20,"Z",0,"Z",0,"R",20,"R",12,"R",60,"R",17
487588,"A",,"A",,"A",,"R",129,"Z",0,"Z",0,"R",129,"R",94,"R",73,"A",,"A",,"A",,"A",,"A",,"A",,"R",23
487597,"A",,"A",,"A",,"R",312,"R",3,"R",0,"R",309,"R",216,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",39
487603,"R",33,"R",604,"R",5,"R",24,"R",0,"R",0,"R",24,"R",17,"R",71,"R",15,"R",0,"R",0,"R",15,"R",10,"R",67,"R",19
487621,"A",,"A",,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"R",13
487658,"R",48,"R",72,"R",67,"R",31,"R",0,"R",0,"R",31,"R",27,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
487676,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",12,"R",0,"R",0,"R",12,"R",12,"R",100,"R",15
487746,"R",3,"R",12,"R",25,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
487773,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",3,"R",0,"R",0,"R",3,"R",3,"R",100,"R",9
487791,"A",,"A",,"A",,"R",106,"R",0,"R",0,"R",106,"R",93,"R",88,"R",38,"R",0,"R",0,"R",38,"R",31,"R",82,"R",20
487807,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",6
487816,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
487852,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7
487861,"R",52,"R",59,"R",88,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",25
487889,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
487904,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",13,"R",87,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
487922,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",18
487959,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",9,"R",90,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",20
487968,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
487977,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",73
487995,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
488004,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4
488013,"A",,"A",,"A",,"R",171,"R",0,"R",0,"R",171,"R",40,"R",23,"R",13,"R",0,"R",0,"R",13,"R",13,"R",100,"R",20
488022,"A",,"A",,"A",,"R",2,"R",0,"Z",0,"R",2,"R",1,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
488031,"R",6,"R",24,"R",25,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
488059,"R",12,"R",62,"R",19,"R",28,"R",0,"R",0,"R",28,"R",17,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",37
488077,"A",,"A",,"A",,"R",782,"R",2,"R",0,"R",780,"R",569,"R",73,"R",570,"R",25,"R",0,"R",545,"R",400,"R",73,"R",31
488110,"A",,"A",,"A",,"R",11,"R",0,"R",0,"R",11,"R",9,"R",82,"R",7,"R",0,"R",0,"R",7,"R",2,"R",29,"R",11
488129,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",18,"R",0,"R",0,"R",18,"R",16,"R",89,"R",20
488138,"A",,"A",,"A",,"R",37,"Z",0,"Z",0,"R",37,"R",12,"R",32,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
488147,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",18,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
488174,"A",,"A",,"A",,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",15
488183,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
488192,"A",,"A",,"A",,"R",35,"R",0,"R",0,"R",35,"R",31,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
488217,"A",,"A",,"A",,"R",27,"R",0,"R",0,"R",27,"R",22,"R",81,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
488226,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",10,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
488253,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
488262,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",5,"Z",0,"Z",0,"R",5,"R",4,"R",80,"R",7
488271,"A",,"A",,"A",,"P",55,"P",0,"P",0,"P",55,"P",48,"P",87,"P",0,"P",0,"P",0,"P",0,"P",0,"A",,"P",11
488280,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
488299,"A",,"A",,"A",,"R",29,"R",0,"R",0,"R",29,"R",22,"R",76,"R",9,"Z",0,"Z",0,"R",9,"R",7,"R",78,"R",16
488305,"R",14,"R",28,"R",50,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",7
488314,"R",18,"R",30,"R",60,"R",23,"Z",0,"Z",0,"R",23,"R",18,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",22
488332,"A",,"A",,"A",,"R",1,"Z",0,"Z",0,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
488350,"R",44,"R",44,"R",100,"R",59,"R",0,"R",0,"R",59,"R",42,"R",71,"A",,"A",,"A",,"A",,"A",,"A",,"R",26
488369,"A",,"A",,"A",,"R",8,"R",0,"R",0,"R",8,"R",8,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",16
488378,"A",,"A",,"A",,"R",49,"R",0,"R",0,"R",49,"R",40,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",20
488387,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
488396,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",0,"R",0,"R",14,"R",0,"R",0,"R",14,"R",12,"R",86,"R",18
488411,"A",,"A",,"A",,"R",30,"R",0,"R",0,"R",30,"R",30,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
488420,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",42,"R",0,"R",0,"R",42,"R",31,"R",74,"R",15
488439,"A",,"A",,"A",,"R",39,"Z",0,"Z",0,"R",39,"R",15,"R",38,"R",43,"Z",0,"Z",0,"R",43,"R",14,"R",33,"R",20
488448,"R",9,"R",27,"R",33,"R",11,"R",0,"R",0,"R",11,"R",8,"R",73,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
488563,"R",1,"R",4,"R",25,"R",9,"R",0,"R",0,"R",9,"R",2,"R",22,"A",,"A",,"A",,"A",,"A",,"A",,"R",1
488590,"A",,"A",,"A",,"R",8,"Z",0,"Z",0,"R",8,"R",7,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
488651,"A",,"A",,"A",,"R",79,"R",0,"Z",0,"R",79,"R",45,"R",57,"R",57,"R",0,"R",0,"R",57,"R",36,"R",63,"R",20
488679,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",19
488721,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"R",43
488730,"R",757,"R",2205,"R",34,"R",743,"R",0,"R",0,"R",743,"R",453,"R",61,"R",819,"R",0,"R",0,"R",819,"R",300,"R",37,"R",20
488749,"A",,"A",,"A",,"R",75,"R",0,"R",0,"R",75,"R",64,"R",85,"R",11,"R",0,"R",0,"R",11,"R",9,"R",82,"R",20
488776,"R",15,"R",178,"R",8,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
488785,"R",41,"R",118,"R",35,"R",33,"R",0,"R",0,"R",33,"R",19,"R",58,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",14
488800,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
488837,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
488846,"A",,"A",,"A",,"R",1106,"R",0,"R",0,"R",1106,"R",878,"R",79,"R",701,"R",0,"R",0,"R",701,"R",493,"R",70,"R",27
488891,"A",,"A",,"A",,"R",85,"R",17,"R",0,"R",68,"R",18,"R",26,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
488916,"A",,"A",,"A",,"R",28,"Z",0,"Z",0,"R",28,"R",19,"R",68,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
488934,"A",,"A",,"A",,"R",136,"R",0,"R",0,"R",136,"R",109,"R",80,"R",171,"R",0,"R",0,"R",171,"R",135,"R",79,"R",10
488952,"A",,"A",,"A",,"R",28,"Z",0,"Z",0,"R",28,"R",23,"R",82,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
488961,"A",,"A",,"A",,"R",25,"Z",0,"Z",0,"R",25,"R",19,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",26
488970,"A",,"A",,"A",,"R",10,"Z",0,"Z",0,"R",10,"R",8,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
488989,"A",,"A",,"A",,"R",13,"R",0,"R",0,"R",13,"R",12,"R",92,"R",8,"R",0,"R",0,"R",8,"R",6,"R",75,"R",13
488998,"A",,"A",,"A",,"R",18,"R",0,"R",0,"R",18,"R",14,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
489122,"A",,"A",,"A",,"R",5,"R",0,"R",0,"R",5,"R",5,"R",100,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",10
489131,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",15
489140,"A",,"A",,"A",,"R",9,"R",0,"R",0,"R",9,"R",8,"R",89,"R",16,"R",0,"R",0,"R",16,"R",12,"R",75,"R",9
489159,"A",,"A",,"A",,"R",17,"R",0,"R",0,"R",17,"R",12,"R",71,"R",17,"R",0,"R",0,"R",17,"R",12,"R",71,"R",20
489201,"R",593,"R",3947,"R",15,"R",646,"R",0,"R",0,"R",646,"R",483,"R",75,"R",534,"R",0,"R",0,"R",534,"R",231,"R",43,"R",28
489238,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",13,"R",87,"R",8,"R",0,"R",0,"R",8,"R",7,"R",88,"R",18
489247,"A",,"A",,"A",,"R",12,"R",0,"R",0,"R",12,"R",11,"R",92,"R",7,"R",0,"R",0,"R",7,"R",5,"R",71,"R",5
489256,"A",,"A",,"A",,"R",195,"R",0,"R",0,"R",195,"R",193,"R",99,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",25
489283,"A",,"A",,"A",,"R",196,"Z",0,"Z",0,"R",196,"R",150,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"R",27
489344,"R",2,"R",49,"R",4,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",9
489353,"R",2,"R",101,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",8
489371,"A",,"A",,"A",,"R",32,"R",0,"R",0,"R",32,"R",25,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
