date,year_week,cname,iso3,pop,cases,deaths,cu_cases,cu_deaths,r14_cases,r14_deaths
2019-12-30,2020-01,Austria,AUT,8932664,NA,NA,NA,NA,NA,NA
2020-01-06,2020-02,Austria,AUT,8932664,NA,NA,NA,NA,NA,NA
2020-01-13,2020-03,Austria,AUT,8932664,NA,NA,NA,NA,NA,NA
2020-01-20,2020-04,Austria,AUT,8932664,NA,NA,NA,NA,NA,NA
2020-01-27,2020-05,Austria,AUT,8932664,NA,NA,NA,NA,NA,NA
2020-02-03,2020-06,Austria,AUT,8932664,NA,NA,NA,NA,NA,NA
2020-02-10,2020-07,Austria,AUT,8932664,NA,NA,NA,NA,NA,NA
2020-02-17,2020-08,Austria,AUT,8932664,NA,NA,NA,NA,NA,NA
2020-02-24,2020-09,Austria,AUT,8932664,12,0,12,0,NA,NA
2020-03-02,2020-10,Austria,AUT,8932664,115,0,127,0,1.4217483160678606,0
2020-03-09,2020-11,Austria,AUT,8932664,874,2,1001,2,11.071725075520584,0.2238973726091119
2020-03-16,2020-12,Austria,AUT,8932664,3046,30,4047,32,43.88388503138594,3.5823579617457906
2020-03-23,2020-13,Austria,AUT,8932664,5098,101,9145,133,91.17101012643036,14.66527790589683
2020-03-30,2020-14,Austria,AUT,8932664,3114,127,12259,260,91.93226119330134,25.524300477438757
2020-04-06,2020-15,Austria,AUT,8932664,1838,150,14097,410,55.43698945801611,31.009786106362
2020-04-13,2020-16,Austria,AUT,8932664,686,120,14783,530,28.255848423269924,30.22614530223011
2020-04-20,2020-17,Austria,AUT,8932664,450,78,15233,608,12.717370764197556,22.165839888302077
2020-04-27,2020-18,Austria,AUT,8932664,309,51,15542,659,8.496905290515796,14.44138053328772
2020-05-04,2020-19,Austria,AUT,8932664,260,32,15802,691,6.369880250729234,9.291740963278144
2020-05-11,2020-20,Austria,AUT,8932664,324,14,16126,705,6.5378032801860675,5.149639570009574
2020-05-18,2020-21,Austria,AUT,8932664,264,18,16390,723,6.58258275470789,3.5823579617457906
2020-05-25,2020-22,Austria,AUT,8932664,195,15,16585,738,5.138444701379118,3.6943066480503464
2020-06-01,2020-23,Austria,AUT,8932664,228,15,16813,753,4.735429430682717,3.3584605891366786
2020-06-08,2020-24,Austria,AUT,8932664,172,15,16985,768,4.477947452182238,3.3584605891366786
2020-06-15,2020-25,Austria,AUT,8932664,248,17,17233,785,4.70184482479135,3.5823579617457906
2020-06-22,2020-26,Austria,AUT,8932664,334,17,17567,802,6.515413542925156,3.8062553343549026
2020-06-29,2020-27,Austria,AUT,8932664,640,9,18207,811,10.903802046063747,2.910665843918455
2020-07-06,2020-28,Austria,AUT,8932664,597,7,18804,818,13.84805249587357,1.7911789808728953
2020-07-13,2020-29,Austria,AUT,8932664,784,10,19588,828,15.460113578659175,1.9031276671774513
2020-07-20,2020-30,Austria,AUT,8932664,872,8,20460,836,18.538702452034467,2.0150763534820073
2020-07-27,2020-31,Austria,AUT,8932664,792,17,21252,853,18.62826140107811,2.7987171576138987
2020-08-03,2020-32,Austria,AUT,8932664,721,12,21973,865,16.937836237879317,3.2465119028321228
2020-08-10,2020-33,Austria,AUT,8932664,1461,10,23434,875,24.42720335165411,2.462871098700231
2020-08-17,2020-34,Austria,AUT,8932664,1908,13,25342,888,37.7155124160049,2.574819785004787
2020-08-24,2020-35,Austria,AUT,8932664,1943,6,27285,894,43.1114390958845,2.127025039786563
2020-08-31,2020-36,Austria,AUT,8932664,2263,16,29548,910,47.08561745969623,2.462871098700231
2020-09-07,2020-37,Austria,AUT,8932664,3995,15,33543,925,70.05748788939111,3.4704092754412343
2020-09-14,2020-38,Austria,AUT,8932664,5215,24,38758,949,103.10474008649604,4.365998765877682
2020-09-21,2020-39,Austria,AUT,8932664,4661,34,43419,983,110.56052259437946,6.4930238056642455
2020-09-28,2020-40,Austria,AUT,8932664,5602,40,49021,1023,114.89293675436578,8.28420278653714
2020-10-05,2020-41,Austria,AUT,8932664,7488,71,56509,1094,146.54083037266375,12.426304179805712
2020-10-12,2020-42,Austria,AUT,8932664,9898,65,66407,1159,194.633986009101,15.22502133741961
2020-10-19,2020-43,Austria,AUT,8932664,18261,126,84668,1285,315.2363057649991,21.382199084170185
2020-10-26,2020-44,Austria,AUT,8932664,31615,261,116283,1546,558.3552678126033,43.324141599863154
2020-11-02,2020-45,Austria,AUT,8932664,44773,397,161056,1943,855.153624943242,73.66223558839782
2020-11-09,2020-46,Austria,AUT,8932664,47837,623,208893,2566,1036.7567838664927,114.18766003064708
2020-11-16,2020-47,Austria,AUT,8932664,40699,767,249592,3333,991.1488890660166,155.60867396333276
2020-11-23,2020-48,Austria,AUT,8932664,31142,857,280734,4190,804.2505572805604,181.80466655859888
2020-11-30,2020-49,Austria,AUT,8932664,23070,921,303804,5111,606.8962181942587,199.04476424950047
2020-12-07,2020-50,Austria,AUT,8932664,18694,848,322498,5959,467.5424934823475,198.0372260727595
2020-12-14,2020-51,Austria,AUT,8932664,14841,705,337339,6664,375.4199195223284,173.8563098309754
2020-12-21,2020-52,Austria,AUT,8932664,13415,615,350754,7279,316.3222080221533,147.77226592201387
2020-12-28,2020-53,Austria,AUT,8932664,14916,517,365670,7796,317.16182316943747,126.72591289675734
2021-01-04,2021-01,Austria,AUT,8932664,14636,436,380306,8232,330.83075776722376,106.68709804824182
2021-01-11,2021-02,Austria,AUT,8932664,10948,450,391254,8682,286.40951904157595,99.18653606583658
2021-01-18,2021-03,Austria,AUT,8932664,10156,400,401410,9082,236.2565075771349,95.15638335887256
2021-01-25,2021-04,Austria,AUT,8932664,9513,369,410923,9451,220.19187109243111,86.08853976820353
2021-02-01,2021-05,Austria,AUT,8932664,9115,298,420038,9749,208.53801284812684,74.66977376513881
2021-02-08,2021-06,Austria,AUT,8932664,9458,254,429496,10003,207.92229507345175,61.79567484011488
2021-02-15,2021-07,Austria,AUT,8932664,11626,218,441122,10221,236.03261020452575,52.83977993575041
2021-02-22,2021-08,Austria,AUT,8932664,14178,224,455300,10445,288.8723901402762,49.48131934661373
2021-03-01,2021-09,Austria,AUT,8932664,16313,190,471613,10635,341.34273941122154,46.34675613008616
2021-03-08,2021-10,Austria,AUT,8932664,18218,214,489831,10849,386.5700086782622,45.227269267040604
2021-03-15,2021-11,Austria,AUT,8932664,21074,245,510905,11094,439.8687782278613,51.38444701379118
2021-03-22,2021-12,Austria,AUT,8932664,22296,216,533201,11310,485.5214525028592,51.6083443864003
2021-03-29,2021-13,Austria,AUT,8932664,20779,271,553980,11581,482.2189662568747,54.51901023031875
2021-04-05,2021-14,Austria,AUT,8932664,17589,251,571569,11832,429.52471961332026,58.43721425097821
2021-04-12,2021-15,Austria,AUT,8932664,16809,243,588378,12075,385.0810911504116,55.30265103445064
2021-04-19,2021-16,Austria,AUT,8932664,15046,200,603424,12275,356.61254022316297,49.59326803291829
2021-04-26,2021-17,Austria,AUT,8932664,12529,192,615953,12467,308.69850248481305,43.88388503138594
2021-05-03,2021-18,Austria,AUT,8932664,9016,157,624969,12624,241.1934446431658,39.07009152029003
2021-05-10,2021-19,Austria,AUT,8932664,5736,105,630705,12729,165.14670203648097,29.33055581179366
2021-05-17,2021-20,Austria,AUT,8932664,4152,72,634857,12801,110.69486101794492,19.814917475906405
2021-05-24,2021-21,Austria,AUT,8932664,3155,72,638012,12873,81.80090508273904,16.12061082785606
2021-05-31,2021-22,Austria,AUT,8932664,2423,47,640435,12920,62.44497722068131,13.321893670242158
2021-06-07,2021-23,Austria,AUT,8932664,1686,36,642121,12956,45.99971520254204,9.291740963278144
2021-06-14,2021-24,Austria,AUT,8932664,1002,32,643123,12988,30.09180687866464,7.612510668709805
2021-06-21,2021-25,Austria,AUT,8932664,681,19,643804,13007,18.840963905056768,5.709383001532354
2021-06-28,2021-26,Austria,AUT,8932664,632,23,644436,13030,14.698862511788196,4.70184482479135
2021-07-05,2021-27,Austria,AUT,8932664,1088,11,645524,13041,19.255174044383622,3.8062553343549026
2021-07-12,2021-28,Austria,AUT,8932664,2197,13,647721,13054,36.77514345104663,2.686768471309343
2021-07-19,2021-29,Austria,AUT,8932664,2529,15,650250,13069,52.90694914753314,3.1345632165275665
2021-07-26,2021-30,Austria,AUT,8932664,3261,15,653511,13084,64.8182893703379,3.3584605891366786
2021-08-02,2021-31,Austria,AUT,8932664,3661,19,657172,13103,77.49088066001363,3.8062553343549026
2021-08-09,2021-32,Austria,AUT,8932664,5903,16,663075,13119,107.06772358167731,3.9182040206594584
2021-08-16,2021-33,Austria,AUT,8932664,8065,12,671140,13131,156.36992503020377,3.1345632165275665
2021-08-23,2021-34,Austria,AUT,8932664,9437,35,680577,13166,195.93259077023384,5.26158825631413
2021-08-30,2021-35,Austria,AUT,8932664,11273,43,691850,13209,231.8457293367354,8.731997531755365
2021-09-06,2021-36,Austria,AUT,8932664,14084,51,705934,13260,283.86828386246253,10.52317651262826
2021-09-13,2021-37,Austria,AUT,8932664,13761,85,719695,13345,311.72111701503604,15.22502133741961
2021-09-20,2021-38,Austria,AUT,8932664,11753,73,731448,13418,285.62587823744406,17.687892436119842
2021-09-27,2021-39,Austria,AUT,8932664,12600,80,744048,13498,272.6286357574851,17.12814900459706
2021-10-04,2021-40,Austria,AUT,8932664,12771,73,756819,13571,284.0250120232889,17.12814900459706
2021-10-11,2021-41,Austria,AUT,8932664,15338,106,772157,13677,314.67656233347634,20.03881484851551
2021-10-18,2021-42,Austria,AUT,8932664,23830,112,795987,13789,438.4806145176848,24.4048136143932
2021-10-25,2021-43,Austria,AUT,8932664,34557,141,830544,13930,653.6347947264109,28.323017635052658
2021-11-01,2021-44,Austria,AUT,8932664,56412,207,886956,14137,1018.386004443915,38.95814283398547
2021-11-08,2021-45,Austria,AUT,8932664,78620,335,965576,14472,1511.66550090768,60.676187977069326
2021-11-15,2021-46,Austria,AUT,8932664,97085,394,1062661,14866,1966.9943927142003,81.6105923160213
2021-11-22,2021-47,Austria,AUT,8932664,82539,480,1145200,15346,2010.867082876956,97.84315183018192
2021-11-29,2021-48,Austria,AUT,8932664,50813,480,1196013,15826,1492.8581216085145,107.47073885237371
2021-12-06,2021-49,Austria,AUT,8932664,29146,405,1225159,16231,895.130500822599,99.07458737953202
2021-12-13,2021-50,Austria,AUT,8932664,18844,280,1244003,16511,537.241745575564,76.68485011862083
2021-12-20,2021-51,Austria,AUT,8932664,14605,172,1258608,16683,374.4571608201092,50.60080620965929
2021-12-27,2021-52,Austria,AUT,8932664,23029,129,1281637,16812,421.30768603856586,33.69655457767134
2022-01-03,2022-01,Austria,AUT,8932664,62192,90,1343829,16902,954.0378995560563,24.516762300697753
2022-01-10,2022-02,Austria,AUT,8932664,110556,69,1454385,16971,1933.8911661739432,17.799841122424397
2022-01-17,2022-03,Austria,AUT,8932664,175980,80,1630365,17051,3207.7328778962246,16.680354259378838
2022-01-24,2022-04,Austria,AUT,8932664,227274,107,1857639,17158,4514.375554705741,20.934404338951964
2022-01-31,2022-05,Austria,AUT,8932664,231846,141,2089485,17299,5139.788085614773,27.763274203529875
2022-02-07,2022-06,Austria,AUT,8932664,216387,178,2305872,17477,5017.909550835003,35.71163093115335
2022-02-14,2022-07,Austria,AUT,8932664,195513,192,2501385,17669,4611.16638888466,41.4210139326857
2022-02-21,2022-08,Austria,AUT,8932664,185350,214,2686735,17883,4263.711251201209,45.45116663964972
2022-02-28,2022-09,Austria,AUT,8932664,217007,219,2903742,18102,4504.333757544222,48.47378116987273
2022-03-07,2022-10,Austria,AUT,8932664,299204,194,3202946,18296,5778.914330596113,46.234807443781605
2022-03-14,2022-11,Austria,AUT,8932664,315890,237,3518836,18533,6885.896525381454,48.249883797263614
2022-03-21,2022-12,Austria,AUT,8932664,248038,280,3766874,18813,6313.099877035563,57.877470819455425
2022-03-28,2022-13,Austria,AUT,8932664,151679,281,3918553,19094,4474.779304359819,62.80321301685589
2022-04-04,2022-14,Austria,AUT,8932664,96529,214,4015082,19308,2778.6559530281224,55.4145997207552
2022-04-11,2022-15,Austria,AUT,8932664,63287,160,4078369,19468,1789.1191250448917,41.86880867790393
2022-04-18,2022-16,Austria,AUT,8932664,48997,123,4127366,19591,1257.004629302076,31.681478224189338
2022-04-25,2022-17,Austria,AUT,8932664,40350,89,4167716,19680,1000.227927525316,23.73312149656586
2022-05-02,2022-18,Austria,AUT,8932664,36971,73,4204687,19753,865.5984373754571,18.135687181338064
2022-05-09,2022-19,Austria,AUT,8932664,29762,41,4234449,19794,747.0671683161933,12.76215023871938
2022-05-16,2022-20,Austria,AUT,8932664,20284,34,4254733,19828,560.2583954797807,8.396151472841696
2022-05-23,2022-21,Austria,AUT,8932664,15294,30,4270027,19858,398.2910361343491,7.164715923491581
2022-05-30,2022-22,Austria,AUT,8932664,19507,23,4289534,19881,389.5926232084852,5.933280374141465
2022-06-06,2022-23,Austria,AUT,8932664,25415,23,4314949,19904,502.89588861732625,5.149639570009574
2022-06-13,2022-24,Austria,AUT,8932664,40803,27,4355752,19931,741.3018109715086,5.597434315227797
2022-06-20,2022-25,Austria,AUT,8932664,60223,35,4415975,19966,1130.972798260407,6.940818550882469
2022-06-27,2022-26,Austria,AUT,8932664,71281,47,4487256,20013,1472.1700043794326,9.179792276973588
2022-07-04,2022-27,Austria,AUT,8932664,73764,65,4561020,20078,1623.759720504432,12.538252866110266
2022-07-11,2022-28,Austria,AUT,8932664,83409,57,4644429,20135,1759.5310872545972,13.657739729155828
2022-07-18,2022-29,Austria,AUT,8932664,79547,91,4723976,20226,1824.271012544522,16.56840557307428
2022-07-25,2022-30,Austria,AUT,8932664,54660,100,4778636,20326,1502.429734287554,21.382199084170185
2022-08-01,2022-31,Austria,AUT,8932664,42903,65,4821539,20391,1092.2049681931392,18.471533240251738
2022-08-08,2022-32,Austria,AUT,8932664,38602,68,4860141,20459,912.4377677252832,14.889175278505942
2022-08-15,2022-33,Austria,AUT,8932664,37656,59,4897797,20518,853.6982920212828,14.217483160678606
2022-08-22,2022-34,Austria,AUT,8932664,33705,51,4931502,20569,798.8770203379418,12.314355493501155
2022-08-29,2022-35,Austria,AUT,8932664,29627,36,4961129,20605,708.9934201040138,9.739535708496367
2022-09-05,2022-36,Austria,AUT,8932664,28960,45,4990089,20650,655.873768452502,9.067843590669032
2022-09-12,2022-37,Austria,AUT,8932664,36220,28,5026309,20678,729.6815373330957,8.172254100232585
2022-09-19,2022-38,Austria,AUT,8932664,52258,35,5078567,20713,990.49958668545,7.052767237187025
2022-09-26,2022-39,Austria,AUT,8932664,83433,44,5162000,20757,1519.04291933515,8.843946218059921
2022-10-03,2022-40,Austria,AUT,8932664,97846,99,5259846,20856,2029.39459046036,16.0086621415515
2022-10-10,2022-41,Austria,AUT,8932664,86399,83,5346245,20939,2062.598570818291,20.374660907429185
2022-10-17,2022-42,Austria,AUT,8932664,58632,77,5404877,21016,1623.6029923436054,17.91178980872895
2022-10-24,2022-43,Austria,AUT,8932664,37102,68,5441979,21084,1071.729553468036,16.232559514160613
2022-10-31,2022-44,Austria,AUT,8932664,29400,48,5471379,21132,744.481153662558,12.986047611328493
2022-11-07,2022-45,Austria,AUT,8932664,24782,51,5496161,21183,606.5603721353451,11.08291994415104
2022-11-14,2022-46,Austria,AUT,8932664,27033,53,5523194,21236,580.0621180870567,11.64266337567382
2022-11-21,2022-47,Austria,AUT,8932664,30238,40,5553432,21276,641.1413213348224,10.411227826323705
2022-11-28,2022-48,Austria,AUT,8932664,33268,50,5586700,21326,710.9413272457131,10.075381767410036
2022-12-05,2022-49,Austria,AUT,8932664,33278,38,5619978,21364,744.973727882298,9.851484394800924
2022-12-12,2022-50,Austria,AUT,8932664,34746,54,5654724,21418,761.5197437181114,10.299279140019149
2022-12-19,2022-51,Austria,AUT,8932664,32955,64,5687679,21482,757.9038011504742,13.209944983937602
2022-12-26,2022-52,Austria,AUT,8932664,24819,72,5712498,21554,646.7723402559416,15.22502133741961
2023-01-02,2023-01,Austria,AUT,8932664,18803,52,5731301,21606,488.3425593977339,13.881637101764936
2023-01-09,2023-02,Austria,AUT,8932664,14981,37,5746282,21643,378.2074418113118,9.96343308110548
2019-12-30,2020-01,Belgium,BEL,11554767,NA,NA,NA,NA,NA,NA
2020-01-06,2020-02,Belgium,BEL,11554767,NA,NA,NA,NA,NA,NA
2020-01-13,2020-03,Belgium,BEL,11554767,NA,NA,NA,NA,NA,NA
2020-01-20,2020-04,Belgium,BEL,11554767,NA,NA,NA,NA,NA,NA
2020-01-27,2020-05,Belgium,BEL,11554767,2,0,2,0,NA,NA
2020-02-03,2020-06,Belgium,BEL,11554767,1,0,3,0,0.02596331020781293,0
2020-02-10,2020-07,Belgium,BEL,11554767,0,NA,3,NA,0.00865443673593764,NA
2020-02-17,2020-08,Belgium,BEL,11554767,0,NA,3,NA,0,NA
2020-02-24,2020-09,Belgium,BEL,11554767,0,0,3,0,0,NA
2020-03-02,2020-10,Belgium,BEL,11554767,0,0,3,0,0,0
2020-03-09,2020-11,Belgium,BEL,11554767,3678,0,3681,0,31.831018314778653,0
2020-03-16,2020-12,Belgium,BEL,11554767,3673,195,7354,195,63.618764445877616,16.876151635078404
2020-03-23,2020-13,Belgium,BEL,11554767,8130,783,15484,978,102.148316794272,84.64039127747016
2020-03-30,2020-14,Belgium,BEL,11554767,9694,1584,25178,2562,154.25668038135257,204.850517539644
2020-04-06,2020-15,Belgium,BEL,11554767,11175,1976,36353,4538,180.6094402422827,308.0979477993801
2020-04-13,2020-16,Belgium,BEL,11554767,7963,1666,44316,6204,165.6286102523746,315.194585922849
2020-04-20,2020-17,Belgium,BEL,11554767,5703,1186,50019,7390,118.27153243332384,246.8245357089416
2020-04-27,2020-18,Belgium,BEL,11554767,3095,696,53114,8086,76.14173440277939,162.8764993703465
2020-05-04,2020-19,Belgium,BEL,11554767,3051,533,56165,8619,53.19016817907276,106.36302748467364
2020-05-11,2020-20,Belgium,BEL,11554767,2071,312,58236,8931,44.328024961472615,73.12999041867309
2020-05-18,2020-21,Belgium,BEL,11554767,1510,231,59746,9162,30.9915379513927,46.99359147614141
2020-05-25,2020-22,Belgium,BEL,11554767,1144,161,60890,9323,22.968875097178508,33.92539200487556
2020-06-01,2020-23,Belgium,BEL,11554767,847,109,61737,9432,17.23098354125185,23.36697918703164
2020-06-08,2020-24,Belgium,BEL,11554767,671,57,62408,9489,13.137434965153345,14.366364981656488
2020-06-15,2020-25,Belgium,BEL,11554767,668,40,63076,9529,11.588290789420505,8.394803633859514
2020-06-22,2020-26,Belgium,BEL,11554767,607,40,63683,9569,11.034406838320496,6.923549388750115
2020-06-29,2020-27,Belgium,BEL,11554767,637,24,64320,9593,10.766119299506428,5.538839511000092
2020-07-06,2020-28,Belgium,BEL,11554767,704,11,65024,9604,11.60559966289238,3.029052857578175
2020-07-13,2020-29,Belgium,BEL,11554767,1385,18,66409,9622,18.07911834137374,2.5097866534219166
2020-07-20,2020-30,Belgium,BEL,11554767,2489,14,68898,9636,33.527287915022434,2.769419755500046
2020-07-27,2020-31,Belgium,BEL,11554767,3759,21,72657,9657,54.0729207261384,3.029052857578175
2020-08-03,2020-32,Belgium,BEL,11554767,4340,33,76997,9690,70.09228312435897,4.673395837406328
2020-08-10,2020-33,Belgium,BEL,11554767,3751,74,80748,9764,70.02304763047148,9.26024730745328
2020-08-17,2020-34,Belgium,BEL,11554767,3453,41,84201,9805,62.346562245694784,9.95260224632829
2020-08-24,2020-35,Belgium,BEL,11554767,3121,24,87322,9829,56.89426710205407,5.625383878359468
2020-08-31,2020-36,Belgium,BEL,11554767,3655,18,90977,9847,58.642463322713475,3.6348634290938104
2020-09-07,2020-37,Belgium,BEL,11554767,6158,17,97135,9864,84.9259876897561,3.029052857578175
2020-09-14,2020-38,Belgium,BEL,11554767,10108,27,107243,9891,140.7730679467617,3.8079521638125633
2020-09-21,2020-39,Belgium,BEL,11554767,11274,39,118517,9930,185.0491662878187,5.711928245718845
2020-09-28,2020-40,Belgium,BEL,11554767,18895,82,137412,10012,261.09570188650275,10.471868450484548
2020-10-05,2020-41,Belgium,BEL,11554767,38852,140,176264,10152,499.7677581901911,19.21284955378157
2020-10-12,2020-42,Belgium,BEL,11554767,72232,238,248496,10390,961.3694503748972,32.713770861844296
2020-10-19,2020-43,Belgium,BEL,11554767,105383,505,353879,10895,1537.1577808535646,64.30246494801669
2020-10-26,2020-44,Belgium,BEL,11554767,99584,1060,453463,11955,1773.873934454931,135.4419349174241
2020-11-02,2020-45,Belgium,BEL,11554767,54006,1435,507469,13390,1329.2349382726627,215.9281965616442
2020-11-09,2020-46,Belgium,BEL,11554767,33967,1336,541436,14726,761.3567629706423,239.8144419528321
2020-11-16,2020-47,Belgium,BEL,11554767,22312,1131,563748,15857,487.06304506183466,213.50495427558167
2020-11-23,2020-48,Belgium,BEL,11554767,16261,882,580009,16739,333.82758821532275,174.21381149442476
2020-11-30,2020-49,Belgium,BEL,11554767,15289,700,595298,17439,273.04747901883263,136.9131891625335
2020-12-07,2020-50,Belgium,BEL,11554767,16840,665,612138,18104,278.05839788894053,118.13306144554883
2020-12-14,2020-51,Belgium,BEL,11554767,17714,654,629852,18758,299.04540697358937,114.15202054701751
2020-12-21,2020-52,Belgium,BEL,11554767,12607,536,642459,19294,262.4111762703653,102.98779715765797
2020-12-28,2020-53,Belgium,BEL,11554767,8976,454,651435,19748,186.78870807174215,85.67892368578268
2021-01-04,2021-01,Belgium,BEL,11554767,13692,386,665127,20134,196.17877193023452,72.6972685818762
2021-01-11,2021-02,Belgium,BEL,11554767,13093,342,678220,20476,231.8090879720898,63.004299437626045
2021-01-18,2021-03,Belgium,BEL,11554767,14641,373,692861,20849,240.02214843449465,61.87922266195415
2021-01-25,2021-04,Belgium,BEL,11554767,16375,293,709236,21142,268.426009801842,57.63854866134471
2021-02-01,2021-05,Belgium,BEL,11554767,14892,297,724128,21439,270.59827342256233,51.061176742032096
2021-02-08,2021-06,Belgium,BEL,11554767,12527,279,736655,21718,237.29600086267425,49.84955559900083
2021-02-15,2021-07,Belgium,BEL,11554767,15361,210,752016,21928,241.354931691829,42.32019563873508
2021-02-22,2021-08,Belgium,BEL,11554767,16648,170,768664,22098,277.019865480628,32.88685959656305
2021-03-01,2021-09,Belgium,BEL,11554767,16429,171,785093,22269,286.26280391460944,29.511629269547367
2021-03-08,2021-10,Belgium,BEL,11554767,21255,171,806348,22440,326.13379395707415,29.59817363690674
2021-03-15,2021-11,Belgium,BEL,11554767,29329,178,835677,22618,437.7760278506698,30.203984208422376
2021-03-22,2021-12,Belgium,BEL,11554767,33998,188,869675,22806,548.0595151767232,31.675238453531776
2021-03-29,2021-13,Belgium,BEL,11554767,29873,256,899548,23062,552.7675287610732,38.42569910756314
2021-04-05,2021-14,Belgium,BEL,11554767,24193,286,923741,23348,467.9107765652046,46.90704710878203
2021-04-12,2021-15,Belgium,BEL,11554767,24371,262,948112,23610,420.2940656440757,47.42631331293829
2021-04-19,2021-16,Belgium,BEL,11554767,24423,273,972535,23883,422.2845860933414,46.30123653726639
2021-04-26,2021-17,Belgium,BEL,11554767,20783,254,993318,24137,391.2324670847971,45.608881598391385
2021-05-03,2021-18,Belgium,BEL,11554767,20975,255,1014293,24392,361.39196921928414,44.051082985922605
2021-05-10,2021-19,Belgium,BEL,11554767,14649,140,1028942,24532,308.3056542810426,34.185025106953695
2021-05-17,2021-20,Belgium,BEL,11554767,16999,129,1045941,24661,273.89561381895453,23.280434819672266
2021-05-24,2021-21,Belgium,BEL,11554767,12179,98,1058120,24759,252.51915508118856,19.64557139057845
2021-05-31,2021-22,Belgium,BEL,11554767,9065,84,1067185,24843,183.85485401825932,15.751074859406511
2021-06-07,2021-23,Belgium,BEL,11554767,5261,50,1072446,24893,123.98346067904268,11.596945226156445
2021-06-14,2021-24,Belgium,BEL,11554767,3006,41,1075452,24934,71.5462284959965,7.875537429703256
2021-06-21,2021-25,Belgium,BEL,11554767,2416,23,1077868,24957,46.92435598225391,5.538839511000092
2021-06-28,2021-26,Belgium,BEL,11554767,4070,20,1081938,24977,56.132676669291556,3.721407796453186
2021-07-05,2021-27,Belgium,BEL,11554767,7513,10,1089451,24987,100.24434071236573,2.5963310207812933
2021-07-12,2021-28,Belgium,BEL,11554767,9541,7,1098992,24994,147.59276409468058,1.4712542451093995
2021-07-19,2021-29,Belgium,BEL,11554767,10388,11,1109380,25005,172.4742697105013,1.557798612468776
2021-07-26,2021-30,Belgium,BEL,11554767,11283,21,1120663,25026,187.55029850450467,2.769419755500046
2021-08-02,2021-31,Belgium,BEL,11554767,12242,23,1132905,25049,203.59562421293307,3.8079521638125633
2021-08-09,2021-32,Belgium,BEL,11554767,13352,22,1146257,25071,221.50165381958809,3.894496531171939
2021-08-16,2021-33,Belgium,BEL,11554767,13831,41,1160088,25112,235.25355379299296,5.452295143640716
2021-08-23,2021-34,Belgium,BEL,11554767,14116,32,1174204,25144,241.86554345924932,6.3177388172344795
2021-08-30,2021-35,Belgium,BEL,11554767,13761,40,1187965,25184,241.2597328877337,6.231194449875104
2021-09-06,2021-36,Belgium,BEL,11554767,13760,48,1201725,25232,238.1787534097399,7.615904327625127
2021-09-13,2021-37,Belgium,BEL,11554767,14475,39,1216200,25271,244.35802123919936,7.52935996026575
2021-09-20,2021-38,Belgium,BEL,11554767,13647,54,1229847,25325,243.3800698880384,8.048626164422009
2021-09-27,2021-39,Belgium,BEL,11554767,13316,56,1243163,25381,233.34957771108668,9.519880409531408
2021-10-04,2021-40,Belgium,BEL,11554767,14922,62,1258085,25443,244.3839845494072,10.21223534840642
2021-10-11,2021-41,Belgium,BEL,11554767,22871,91,1280956,25534,327.0771275612914,13.241288205984596
2021-10-18,2021-42,Belgium,BEL,11554767,40000,108,1320956,25642,544.1130920251356,17.22232910451591
2021-10-25,2021-43,Belgium,BEL,11554767,54823,149,1375779,25791,820.6396546118152,22.241902411359742
2021-11-01,2021-44,Belgium,BEL,11554767,57829,153,1433608,25944,974.9396071768474,26.136398942531684
2021-11-08,2021-45,Belgium,BEL,11554767,73690,196,1507298,26140,1138.222865073783,30.203984208422376
2021-11-15,2021-46,Belgium,BEL,11554767,113029,260,1620327,26400,1615.947772897541,39.46423151587565
2021-11-22,2021-47,Belgium,BEL,11554767,125774,297,1746101,26697,2066.705455852117,48.20521261917268
2021-11-29,2021-48,Belgium,BEL,11554767,117316,350,1863417,27047,2103.8070261390817,55.994205681516554
2021-12-06,2021-49,Belgium,BEL,11554767,88873,310,1952290,27357,1784.4496561462468,57.11928245718845
2021-12-13,2021-50,Belgium,BEL,11554767,57114,250,2009404,27607,1263.4352557693287,48.4648457212508
2021-12-20,2021-51,Belgium,BEL,11554767,45149,218,2054553,27825,885.0286639271912,40.50276392418817
2021-12-27,2021-52,Belgium,BEL,11554767,77857,155,2132410,27980,1064.5476451407458,32.28104902504741
2022-01-03,2022-01,Belgium,BEL,11554767,155825,260,2288235,28240,2022.3860853273804,35.91591245414122
2022-01-10,2022-02,Belgium,BEL,11554767,198814,276,2487049,28516,3069.20078959619,46.38778090462577
2022-01-17,2022-03,Belgium,BEL,11554767,351698,346,2838747,28862,4764.371276374504,53.83059649753214
2022-01-24,2022-04,Belgium,BEL,11554767,318852,460,3157599,29322,5803.232553282987,69.7547600916574
2022-01-31,2022-05,Belgium,BEL,11554767,185904,600,3343503,29922,4368.3788690849415,91.73702940093902
2022-02-07,2022-06,Belgium,BEL,11554767,101740,636,3445243,30558,2489.3968004720477,106.96883805618928
2022-02-14,2022-07,Belgium,BEL,11554767,63181,538,3508424,31096,1427.298360927572,101.60308727990794
2022-02-21,2022-08,Belgium,BEL,11554767,44836,322,3553260,31418,934.8262929057764,74.42815592906373
2022-02-28,2022-09,Belgium,BEL,11554767,44611,238,3597871,31656,774.1134027194145,48.4648457212508
